Date,Open,High,Low,Close
2018-01-02,107.62999725341797,108.0199966430664,106.80999755859375,107.94999694824219
2018-01-03,107.86000061035156,108.48999786376953,107.4800033569336,108.05999755859375
2018-01-04,108.36000061035156,110.02999877929688,108.19999694824219,109.04000091552734
2018-01-05,109.26000213623047,109.55000305175781,107.77999877929688,108.33999633789062
2018-01-08,108.1500015258789,108.68000030517578,107.69999694824219,108.5
2018-01-09,108.72000122070312,109.62999725341797,108.48999786376953,109.05000305175781
2018-01-10,109.47000122070312,110.69999694824219,109.38999938964844,110.25
2018-01-11,110.66999816894531,110.93000030517578,110.05000305175781,110.83999633789062
2018-01-12,111.6500015258789,112.8499984741211,110.83999633789062,112.66999816894531
2018-01-16,111.51000213623047,113.43000030517578,111.06999969482422,112.2699966430664
2018-01-17,111.88999938964844,113.30000305175781,111.30999755859375,112.98999786376953
2018-01-18,112.76000213623047,113.72000122070312,112.2699966430664,113.26000213623047
2018-01-19,113.94000244140625,114.33999633789062,112.80000305175781,113.01000213623047
2018-01-22,112.66000366210938,114.38999938964844,112.5,114.33000183105469
2018-01-23,113.66999816894531,114.63999938964844,113.3499984741211,114.20999908447266
2018-01-24,114.86000061035156,116.0,114.66000366210938,115.66999816894531
2018-01-25,116.04000091552734,116.16999816894531,115.08000183105469,115.69999694824219
2018-01-26,115.69999694824219,116.31999969482422,114.95999908447266,116.31999969482422
2018-01-29,116.0199966430664,117.3499984741211,116.0199966430664,116.19999694824219
2018-01-30,115.52999877929688,116.5999984741211,114.9800033569336,115.11000061035156
2018-01-31,115.6500015258789,116.66000366210938,115.16000366210938,115.66999816894531
2018-02-01,115.7699966430664,116.98999786376953,115.4800033569336,116.87000274658203
2018-02-02,116.48999786376953,116.91999816894531,114.08999633789062,114.27999877929688
2018-02-05,113.0,114.58999633789062,103.9800033569336,108.80000305175781
2018-02-06,106.8499984741211,112.4800033569336,106.61000061035156,112.11000061035156
2018-02-07,111.55000305175781,114.44999694824219,111.1500015258789,112.87000274658203
2018-02-08,113.11000061035156,113.11000061035156,107.83999633789062,107.87999725341797
2018-02-09,109.0999984741211,111.05000305175781,106.2300033569336,110.04000091552734
2018-02-12,111.16999816894531,112.7300033569336,110.06999969482422,111.73999786376953
2018-02-13,111.31999969482422,113.05000305175781,110.80000305175781,112.43000030517578
2018-02-14,112.62999725341797,115.2699966430664,112.52999877929688,115.02999877929688
2018-02-15,115.73999786376953,115.98999786376953,114.22000122070312,115.51000213623047
2018-02-16,114.55000305175781,116.06999969482422,114.5,114.68000030517578
2018-02-20,114.6500015258789,115.38999938964844,113.97000122070312,114.70999908447266
2018-02-21,115.0,117.44999694824219,114.66999816894531,115.19000244140625
2018-02-22,115.5,116.43000030517578,114.76000213623047,114.9800033569336
2018-02-23,115.30999755859375,117.38999938964844,115.30999755859375,117.30999755859375
2018-02-26,118.13999938964844,118.9000015258789,117.31999969482422,118.7699966430664
2018-02-27,118.91000366210938,119.33000183105469,117.3499984741211,117.36000061035156
2018-02-28,117.81999969482422,118.48999786376953,115.33999633789062,115.5
2018-03-01,115.4800033569336,116.63999938964844,112.6500015258789,113.43000030517578
2018-03-02,112.38999938964844,113.55999755859375,111.12000274658203,113.31999969482422
2018-03-05,112.05000305175781,115.93000030517578,111.88999938964844,115.05999755859375
2018-03-06,115.63999938964844,115.81999969482422,114.31999969482422,115.16000366210938
2018-03-07,113.75,115.0999984741211,113.11000061035156,114.7300033569336
2018-03-08,115.11000061035156,115.2300033569336,113.20999908447266,114.73999786376953
2018-03-09,116.55000305175781,118.08000183105469,115.66999816894531,118.04000091552734
2018-03-12,118.0,118.75,117.25,117.66000366210938
2018-03-13,118.19999694824219,118.47000122070312,115.83000183105469,116.25
2018-03-14,116.55999755859375,116.58999633789062,114.5999984741211,114.94999694824219
2018-03-15,115.87000274658203,116.0,114.83000183105469,115.23999786376953
2018-03-16,115.33999633789062,116.5999984741211,115.33999633789062,115.44000244140625
2018-03-19,115.0999984741211,115.44999694824219,113.30000305175781,114.52999877929688
2018-03-20,114.87000274658203,115.44999694824219,114.44999694824219,114.63999938964844
2018-03-21,114.80999755859375,116.62999725341797,114.20999908447266,114.73999786376953
2018-03-22,113.19999694824219,113.5999984741211,109.54000091552734,109.94999694824219
2018-03-23,110.2699966430664,110.91999816894531,106.76000213623047,107.01000213623047
2018-03-26,109.19000244140625,111.16000366210938,108.6500015258789,110.30999755859375
2018-03-27,111.06999969482422,111.69000244140625,107.30000305175781,108.16999816894531
2018-03-28,108.27999877929688,109.16999816894531,106.6500015258789,108.0
2018-03-29,108.5,110.77999877929688,107.77999877929688,109.97000122070312
2018-04-02,109.95999908447266,110.7300033569336,106.08000183105469,107.8499984741211
2018-04-03,108.36000061035156,109.5,107.26000213623047,109.33000183105469
2018-04-04,107.0999984741211,111.20999908447266,107.0199966430664,110.98999786376953
2018-04-05,111.62999725341797,112.83000183105469,111.38999938964844,111.87999725341797
2018-04-06,110.55000305175781,111.55000305175781,107.81999969482422,109.08999633789062
2018-04-09,110.01000213623047,112.9800033569336,109.88999938964844,110.4000015258789
2018-04-10,112.12999725341797,112.87000274658203,111.41999816894531,112.51000213623047
2018-04-11,111.66000366210938,111.80999755859375,110.5199966430664,110.62000274658203
2018-04-12,111.55999755859375,114.38999938964844,111.5,113.37000274658203
2018-04-13,115.0199966430664,115.1500015258789,109.05000305175781,110.30000305175781
2018-04-16,110.94000244140625,111.47000122070312,109.79000091552734,110.20999908447266
2018-04-17,111.37000274658203,111.91999816894531,109.98999786376953,110.20999908447266
2018-04-18,110.52999877929688,111.06999969482422,108.88999938964844,109.31999969482422
2018-04-19,109.52999877929688,111.87000274658203,109.5,111.72000122070312
2018-04-20,112.30000305175781,112.73999786376953,110.87999725341797,111.47000122070312
2018-04-23,111.56999969482422,111.94999694824219,110.62999725341797,110.93000030517578
2018-04-24,111.75,112.9000015258789,109.58999633789062,110.41000366210938
2018-04-25,110.2699966430664,110.52999877929688,108.5999984741211,109.98999786376953
2018-04-26,109.97000122070312,110.81999969482422,109.33999633789062,110.0999984741211
2018-04-27,109.55000305175781,110.16000366210938,109.12999725341797,109.4000015258789
2018-04-30,109.75,110.30000305175781,108.75,108.77999877929688
2018-05-01,108.44999694824219,108.97000122070312,107.54000091552734,108.77999877929688
2018-05-02,108.11000061035156,109.48999786376953,107.7300033569336,107.91999816894531
2018-05-03,107.58999633789062,107.7699966430664,105.18000030517578,107.23999786376953
2018-05-04,106.43000030517578,108.73999786376953,105.9800033569336,108.43000030517578
2018-05-07,108.76000213623047,109.68000030517578,108.36000061035156,109.37000274658203
2018-05-08,109.52999877929688,111.33999633789062,109.27999877929688,110.98999786376953
2018-05-09,111.44000244140625,113.63999938964844,111.02999877929688,113.41000366210938
2018-05-10,113.19000244140625,114.44000244140625,112.75,114.29000091552734
2018-05-11,114.48999786376953,114.7300033569336,113.66999816894531,113.86000061035156
2018-05-14,114.11000061035156,114.69999694824219,113.73999786376953,113.9000015258789
2018-05-15,113.91000366210938,113.91000366210938,112.56999969482422,113.02999877929688
2018-05-16,112.88999938964844,113.69000244140625,112.62999725341797,113.33999633789062
2018-05-17,113.19999694824219,113.41000366210938,112.19999694824219,112.95999908447266
2018-05-18,112.75,112.80000305175781,110.83999633789062,111.12999725341797
2018-05-21,112.05000305175781,112.54000091552734,111.91999816894531,112.1500015258789
2018-05-22,112.3499984741211,114.29000091552734,112.29000091552734,113.01000213623047
2018-05-23,112.51000213623047,112.7699966430664,111.12000274658203,112.48999786376953
2018-05-24,112.13999938964844,112.1500015258789,110.12000274658203,111.2300033569336
2018-05-25,110.45999908447266,111.08000183105469,110.19999694824219,110.66000366210938
2018-05-29,109.18000030517578,109.19999694824219,104.95999908447266,105.93000030517578
2018-05-30,107.63999938964844,108.5999984741211,106.6500015258789,108.3499984741211
2018-05-31,107.94999694824219,108.19000244140625,106.41999816894531,107.01000213623047
2018-06-01,108.33999633789062,108.94000244140625,107.80000305175781,108.4000015258789
2018-06-04,108.98999786376953,109.26000213623047,108.2699966430664,108.44999694824219
2018-06-05,108.23999786376953,108.30999755859375,107.06999969482422,107.83999633789062
2018-06-06,108.66000366210938,110.73999786376953,108.4800033569336,110.36000061035156
2018-06-07,111.18000030517578,111.5,110.02999877929688,110.80000305175781
2018-06-08,110.62000274658203,111.13999938964844,110.05999755859375,111.11000061035156
2018-06-11,111.12000274658203,111.91000366210938,110.7699966430664,110.83000183105469
2018-06-12,111.13999938964844,111.52999877929688,109.5199966430664,110.19000244140625
2018-06-13,110.45999908447266,111.44999694824219,109.58000183105469,109.97000122070312
2018-06-14,110.27999877929688,110.36000061035156,107.77999877929688,108.02999877929688
2018-06-15,107.80000305175781,108.37999725341797,106.2699966430664,107.9000015258789
2018-06-18,107.26000213623047,108.4000015258789,106.69000244140625,108.18000030517578
2018-06-19,106.9000015258789,107.87999725341797,106.5999984741211,107.55000305175781
